date,plot,rotation,VWC_5,VWC_25,VWC_55,VWC_85,,
10/24/2018,P3,Diverse,0.189880318,0.244480249,,,,
10/24/2018,P4,Diverse,0.141453217,0.293678639,,,,
10/25/2018,P1,Conventional,0.12510726,0.188636798,,,,
10/25/2018,P2,Conventional,0.110587982,0.244756693,,,,
10/25/2018,P3,Diverse,0.185589235,0.243172138,,,,
10/25/2018,P4,Diverse,0.137985767,0.292405831,,,,
10/26/2018,P1,Conventional,,,,,,
10/26/2018,P2,Conventional,,,,,,
10/26/2018,P3,Diverse,,,,,,
10/26/2018,P4,Diverse,,,,,,
10/27/2018,P1,Conventional,0.139733475,0.187810259,,,,
10/27/2018,P2,Conventional,0.126420024,0.244176106,,,,
10/27/2018,P3,Diverse,0.200749854,0.247446476,,,,
10/27/2018,P4,Diverse,0.16373969,0.2919563,,,,
10/28/2018,P1,Conventional,0.160644821,0.199054455,,,,
10/28/2018,P2,Conventional,0.151411622,0.248677415,,,,
10/28/2018,P3,Diverse,0.22158035,0.260480684,,,,
10/28/2018,P4,Diverse,0.188031443,0.302089826,,,,
10/29/2018,P1,Conventional,0.15560186,0.205771929,,,,
10/29/2018,P2,Conventional,0.144797716,0.255170216,,,,
10/29/2018,P3,Diverse,0.216150693,0.261014918,,,,
10/29/2018,P4,Diverse,0.179251974,0.307671161,,,,
10/30/2018,P1,Conventional,,,,,,
10/30/2018,P2,Conventional,,,,,,
10/30/2018,P3,Diverse,,,,,,
10/30/2018,P4,Diverse,,,,,,
10/31/2018,P1,Conventional,,,,,,
10/31/2018,P2,Conventional,,,,,,
10/31/2018,P3,Diverse,,,,,,
10/31/2018,P4,Diverse,,,,,,
11/1/2018,P1,Conventional,0.318198567,0.328854546,,,,
11/1/2018,P2,Conventional,0.151827884,0.303335258,,,,
11/1/2018,P3,Diverse,0.273159971,0.299934986,,,,
11/1/2018,P4,Diverse,0.206077576,0.261325828,,,,
11/2/2018,P1,Conventional,0.320033056,0.32653831,,,,
11/2/2018,P2,Conventional,0.1571507,0.306958028,,,,
11/2/2018,P3,Diverse,0.27415173,0.299985192,,,,
11/2/2018,P4,Diverse,0.213824015,0.271831567,,,,
11/3/2018,P1,Conventional,0.307260616,0.31461581,,,,
11/3/2018,P2,Conventional,0.128712475,0.298203453,,,,
11/3/2018,P3,Diverse,0.25896194,0.290146327,,,,
11/3/2018,P4,Diverse,0.191259881,0.245699481,,,,
11/4/2018,P1,Conventional,0.300866812,0.307177953,,,,
11/4/2018,P2,Conventional,0.112326394,0.291355225,,,,
11/4/2018,P3,Diverse,0.250680307,0.28435039,,,,
11/4/2018,P4,Diverse,0.175470276,0.232033689,,,,
11/5/2018,P1,Conventional,0.305423214,0.310619771,,,,
11/5/2018,P2,Conventional,0.123490347,0.291466412,,,,
11/5/2018,P3,Diverse,0.260177688,0.287269178,,,,
11/5/2018,P4,Diverse,0.189016521,0.227879066,,,,
11/6/2018,P1,Conventional,0.31753129,0.320798973,,,,
11/6/2018,P2,Conventional,0.144460266,0.303396628,,,,
11/6/2018,P3,Diverse,0.27217403,0.297317735,,,,
11/6/2018,P4,Diverse,0.204093243,0.248648245,,,,
11/7/2018,P1,Conventional,0.313551477,0.315865722,,,,
11/7/2018,P2,Conventional,0.137544252,0.303197573,,,,
11/7/2018,P3,Diverse,0.264829856,0.294786039,,,,
11/7/2018,P4,Diverse,0.200036451,0.24831256,,,,
11/8/2018,P1,Conventional,0.306225064,0.306324327,,,,
11/8/2018,P2,Conventional,0.121729623,0.296483137,,,,
11/8/2018,P3,Diverse,0.255294828,0.287241917,,,,
11/8/2018,P4,Diverse,0.18498426,0.234731093,,,,
11/9/2018,P1,Conventional,0.307798934,0.30530992,,,,
11/9/2018,P2,Conventional,0.133907481,0.293656988,,,,
11/9/2018,P3,Diverse,0.260488111,0.28651924,,,,
11/9/2018,P4,Diverse,0.192081152,0.22911661,,,,
11/10/2018,P1,Conventional,0.301428791,0.299527219,,,,
11/10/2018,P2,Conventional,0.099891381,0.293167186,,,,
11/10/2018,P3,Diverse,0.243509379,0.283102978,,,,
11/10/2018,P4,Diverse,0.151469867,0.230119319,,,,
11/11/2018,P1,Conventional,0.294901718,0.2927797,,,,
11/11/2018,P2,Conventional,0.078828522,0.285839257,,,,
11/11/2018,P3,Diverse,0.236830281,0.277736227,,,,
11/11/2018,P4,Diverse,0.113714726,0.222511987,,,,
11/12/2018,P1,Conventional,0.295955565,0.293861172,,,,
11/12/2018,P2,Conventional,0.094649992,0.283041952,,,,
11/12/2018,P3,Diverse,0.247308717,0.278235147,,,,
11/12/2018,P4,Diverse,0.144472571,0.218773025,,,,
11/13/2018,P1,Conventional,0.296252334,0.296509191,,,,
11/13/2018,P2,Conventional,0.105591699,0.285343276,,,,
11/13/2018,P3,Diverse,0.250441741,0.279451243,,,,
11/13/2018,P4,Diverse,0.168984254,0.218754534,,,,
11/14/2018,P1,Conventional,0.294272217,0.294833709,,,,
11/14/2018,P2,Conventional,0.090892516,0.286082582,,,,
11/14/2018,P3,Diverse,0.246433301,0.277150667,,,,
11/14/2018,P4,Diverse,0.141678691,0.219029326,,,,
11/15/2018,P1,Conventional,0.286233335,0.290846453,,,,
11/15/2018,P2,Conventional,0.071559301,0.283253595,,,,
11/15/2018,P3,Diverse,0.232358473,0.273830166,,,,
11/15/2018,P4,Diverse,0.108293168,0.216999818,,,,
11/16/2018,P1,Conventional,0.286831365,0.290665052,,,,
11/16/2018,P2,Conventional,0.074288213,0.279834438,,,,
11/16/2018,P3,Diverse,0.23664403,0.272711273,,,,
11/16/2018,P4,Diverse,0.113598233,0.213362163,,,,
11/17/2018,P1,Conventional,0.290597984,0.294805868,,,,
11/17/2018,P2,Conventional,0.086029197,0.279454497,,,,
11/17/2018,P3,Diverse,0.245880773,0.275032862,,,,
11/17/2018,P4,Diverse,0.132324143,0.21183995,,,,
11/18/2018,P1,Conventional,0.291971609,0.296014154,,,,
11/18/2018,P2,Conventional,0.092030433,0.28084216,,,,
11/18/2018,P3,Diverse,0.248721564,0.27747899,,,,
11/18/2018,P4,Diverse,0.143204584,0.211709299,,,,
11/19/2018,P1,Conventional,0.292488976,0.295844443,,,,
11/19/2018,P2,Conventional,0.093541519,0.282679833,,,,
11/19/2018,P3,Diverse,0.248979728,0.278755334,,,,
11/19/2018,P4,Diverse,0.148190585,0.212133966,,,,
11/20/2018,P1,Conventional,0.29359217,0.295772931,,,,
11/20/2018,P2,Conventional,0.095612149,0.284118541,,,,
11/20/2018,P3,Diverse,0.250562762,0.279476309,,,,
11/20/2018,P4,Diverse,0.152605575,0.212948818,,,,
11/21/2018,P1,Conventional,0.294436825,0.295004679,,,,
11/21/2018,P2,Conventional,0.094827182,0.285616332,,,,
11/21/2018,P3,Diverse,0.24896656,0.279305697,,,,
11/21/2018,P4,Diverse,0.153352702,0.214767151,,,,
11/22/2018,P1,Conventional,0.291372408,0.289913244,,,,
11/22/2018,P2,Conventional,0.082996369,0.283919774,,,,
11/22/2018,P3,Diverse,0.242369493,0.276077946,,,,
11/22/2018,P4,Diverse,0.138027709,0.214781686,,,,
11/23/2018,P1,Conventional,0.288432226,0.286420296,,,,
11/23/2018,P2,Conventional,0.078232171,0.280541835,,,,
11/23/2018,P3,Diverse,0.239725691,0.273870004,,,,
11/23/2018,P4,Diverse,0.131148567,0.212855562,,,,
11/24/2018,P1,Conventional,0.300347998,0.295478733,,,,
11/24/2018,P2,Conventional,0.097534844,0.281570584,,,,
11/24/2018,P3,Diverse,0.261103995,0.282056477,,,,
11/24/2018,P4,Diverse,0.148566139,0.218093941,,,,
11/25/2018,P1,Conventional,0.321106833,0.307251802,,,,
11/25/2018,P2,Conventional,0.136298354,0.299835429,,,,
11/25/2018,P3,Diverse,0.279007396,0.293938073,,,,
11/25/2018,P4,Diverse,0.187336994,0.260635781,,,,
11/26/2018,P1,Conventional,0.319331218,0.306182137,,,,
11/26/2018,P2,Conventional,0.136268993,0.299085496,,,,
11/26/2018,P3,Diverse,0.278547981,0.292994545,,,,
11/26/2018,P4,Diverse,0.190006379,0.25763955,,,,
11/27/2018,P1,Conventional,0.310029024,0.301352339,,,,
11/27/2018,P2,Conventional,0.104926139,0.296257269,,,,
11/27/2018,P3,Diverse,0.256365099,0.289108401,,,,
11/27/2018,P4,Diverse,0.158714563,0.247096129,,,,
11/28/2018,P1,Conventional,0.303879512,0.296004185,,,,
11/28/2018,P2,Conventional,0.083826152,0.290107783,,,,
11/28/2018,P3,Diverse,0.246405954,0.282037346,,,,
11/28/2018,P4,Diverse,0.134573185,0.230214713,,,,
11/29/2018,P1,Conventional,0.302199733,0.29466313,,,,
11/29/2018,P2,Conventional,0.086753157,0.287609449,,,,
11/29/2018,P3,Diverse,0.24725461,0.280863822,,,,
11/29/2018,P4,Diverse,0.135698214,0.224557746,,,,
11/30/2018,P1,Conventional,0.300888494,0.293788855,,,,
11/30/2018,P2,Conventional,0.08735668,0.28655981,,,,
11/30/2018,P3,Diverse,0.247879407,0.280188172,,,,
11/30/2018,P4,Diverse,0.137356718,0.221959538,,,,
12/1/2018,P1,Conventional,0.305796056,0.295934335,,,,
12/1/2018,P2,Conventional,0.102910609,0.287111612,,,,
12/1/2018,P3,Diverse,0.259047891,0.282181118,,,,
12/1/2018,P4,Diverse,0.152591428,0.222597923,,,,
12/2/2018,P1,Conventional,0.322174839,0.311377783,,,,
12/2/2018,P2,Conventional,0.137932816,0.302007718,,,,
12/2/2018,P3,Diverse,0.282912532,0.311439238,,,,
12/2/2018,P4,Diverse,0.190922776,0.273229905,,,,
12/3/2018,P1,Conventional,0.320869776,0.32822291,,,,
12/3/2018,P2,Conventional,0.12497309,0.304193426,,,,
12/3/2018,P3,Diverse,0.270475865,0.319575559,,,,
12/3/2018,P4,Diverse,0.179604306,0.283018443,,,,
12/4/2018,P1,Conventional,0.305266385,0.304904504,,,,
12/4/2018,P2,Conventional,0.070805086,0.296332637,,,,
12/4/2018,P3,Diverse,0.229115448,0.286656904,,,,
12/4/2018,P4,Diverse,0.121779858,0.239891402,,,,
12/5/2018,P1,Conventional,0.279176067,0.293723288,,,,
12/5/2018,P2,Conventional,0.012046782,0.290181666,,,,
12/5/2018,P3,Diverse,0.179580333,0.277312017,,,,
12/5/2018,P4,Diverse,0.056446379,0.226810605,,,,
12/6/2018,P1,Conventional,0.271606805,0.289303187,,,,
12/6/2018,P2,Conventional,0.008500093,0.285751492,,,,
12/6/2018,P3,Diverse,0.161514373,0.273733595,,,,
12/6/2018,P4,Diverse,0.036821053,0.220279156,,,,
12/7/2018,P1,Conventional,0.267459879,0.286355821,,,,
12/7/2018,P2,Conventional,0.006580047,0.282080584,,,,
12/7/2018,P3,Diverse,0.151351697,0.271557188,,,,
12/7/2018,P4,Diverse,0.030299122,0.21631462,,,,
12/8/2018,P1,Conventional,0.26749655,0.284914686,,,,
12/8/2018,P2,Conventional,0.006356671,0.27940475,,,,
12/8/2018,P3,Diverse,0.147640479,0.270007374,,,,
12/8/2018,P4,Diverse,0.028305428,0.213646627,,,,
12/9/2018,P1,Conventional,0.26282495,0.283724274,,,,
12/9/2018,P2,Conventional,0.005057604,0.277757761,,,,
12/9/2018,P3,Diverse,0.135245784,0.268782385,,,,
12/9/2018,P4,Diverse,0.024953804,0.211858364,,,,
12/10/2018,P1,Conventional,0.262105482,0.282389982,,,,
12/10/2018,P2,Conventional,0.005538816,0.276288305,,,,
12/10/2018,P3,Diverse,0.132702828,0.26761203,,,,
12/10/2018,P4,Diverse,0.025351111,0.210509636,,,,
12/11/2018,P1,Conventional,0.257758288,0.281600456,,,,
12/11/2018,P2,Conventional,0.004810512,0.275403729,,,,
12/11/2018,P3,Diverse,0.123465263,0.266994787,,,,
12/11/2018,P4,Diverse,0.023500594,0.209577568,,,,
12/12/2018,P1,Conventional,0.258649915,0.280751458,,,,
12/12/2018,P2,Conventional,0.005816801,0.274267845,,,,
12/12/2018,P3,Diverse,0.126676228,0.266375975,,,,
12/12/2018,P4,Diverse,0.025166807,0.208602514,,,,
12/13/2018,P1,Conventional,0.261482482,0.281606904,,,,
12/13/2018,P2,Conventional,0.007433689,0.274411328,,,,
12/13/2018,P3,Diverse,0.13927469,0.266647488,,,,
12/13/2018,P4,Diverse,0.028038746,0.208325879,,,,
12/14/2018,P1,Conventional,0.286972936,0.291943155,,,,
12/14/2018,P2,Conventional,0.038277489,0.278472168,,,,
12/14/2018,P3,Diverse,0.181949419,0.275505873,,,,
12/14/2018,P4,Diverse,0.048465929,0.2088111,,,,
12/15/2018,P1,Conventional,0.295685976,0.296570764,,,,
12/15/2018,P2,Conventional,0.051136368,0.282707513,,,,
12/15/2018,P3,Diverse,0.217417566,0.282961893,,,,
12/15/2018,P4,Diverse,0.079391287,0.213959664,,,,
12/16/2018,P1,Conventional,0.293567441,0.293618812,,,,
12/16/2018,P2,Conventional,0.059340356,0.283347204,,,,
12/16/2018,P3,Diverse,0.220434126,0.28006645,,,,
12/16/2018,P4,Diverse,0.089372053,0.21594249,,,,
12/17/2018,P1,Conventional,0.291448731,0.292423943,,,,
12/17/2018,P2,Conventional,0.068180031,0.283623117,,,,
12/17/2018,P3,Diverse,0.218863886,0.278735568,,,,
12/17/2018,P4,Diverse,0.103972235,0.216218651,,,,
12/18/2018,P1,Conventional,0.270222575,0.28616008,,,,
12/18/2018,P2,Conventional,0.015271674,0.280737708,,,,
12/18/2018,P3,Diverse,0.172968898,0.272997629,,,,
12/18/2018,P4,Diverse,0.050004147,0.214590822,,,,
12/19/2018,P1,Conventional,0.248820012,0.281327559,,,,
12/19/2018,P2,Conventional,0.006187524,0.276757222,,,,
12/19/2018,P3,Diverse,0.12123135,0.268837448,,,,
12/19/2018,P4,Diverse,0.027634886,0.211728158,,,,
12/20/2018,P1,Conventional,0.251158638,0.279312067,,,,
12/20/2018,P2,Conventional,0.010711492,0.273800182,,,,
12/20/2018,P3,Diverse,0.114882903,0.26693516,,,,
12/20/2018,P4,Diverse,0.030513028,0.209531797,,,,
12/21/2018,P1,Conventional,0.309735361,0.331102119,,,,
12/21/2018,P2,Conventional,0.076720142,0.295348054,,,,
12/21/2018,P3,Diverse,0.226689274,0.326265533,,,,
12/21/2018,P4,Diverse,0.086684695,0.261674863,,,,
12/22/2018,P1,Conventional,0.290626354,0.307132975,,,,
12/22/2018,P2,Conventional,0.037550122,0.291381838,,,,
12/22/2018,P3,Diverse,0.200031374,0.28628447,,,,
12/22/2018,P4,Diverse,0.067244989,0.239000218,,,,
12/23/2018,P1,Conventional,0.273298488,0.293985396,,,,
12/23/2018,P2,Conventional,0.01448518,0.28718631,,,,
12/23/2018,P3,Diverse,0.162315162,0.274821995,,,,
12/23/2018,P4,Diverse,0.040058257,0.225841962,,,,
12/24/2018,P1,Conventional,0.270180279,0.290759841,,,,
12/24/2018,P2,Conventional,0.014443084,0.283657641,,,,
12/24/2018,P3,Diverse,0.157251952,0.271949111,,,,
12/24/2018,P4,Diverse,0.038795823,0.219676592,,,,
12/25/2018,P1,Conventional,0.270778092,0.289878516,,,,
12/25/2018,P2,Conventional,0.015130549,0.281495567,,,,
12/25/2018,P3,Diverse,0.162659072,0.271049196,,,,
12/25/2018,P4,Diverse,0.039671082,0.215931437,,,,
12/26/2018,P1,Conventional,0.270907646,0.289492553,,,,
12/26/2018,P2,Conventional,0.015786449,0.28060325,,,,
12/26/2018,P3,Diverse,0.169846415,0.271081375,,,,
12/26/2018,P4,Diverse,0.040631262,0.214002268,,,,
12/27/2018,P1,Conventional,0.253411112,0.286848427,,,,
12/27/2018,P2,Conventional,0.012881546,0.279346099,,,,
12/27/2018,P3,Diverse,0.1467619,0.269966998,,,,
12/27/2018,P4,Diverse,0.033011086,0.212786098,,,,
12/28/2018,P1,Conventional,0.318978045,0.348391931,,,,
12/28/2018,P2,Conventional,0.079623724,0.298489478,,,,
12/28/2018,P3,Diverse,0.226804853,0.325572972,,,,
12/28/2018,P4,Diverse,0.099642918,0.291638893,,,,
12/29/2018,P1,Conventional,0.310257699,0.336193058,,,,
12/29/2018,P2,Conventional,0.073585898,0.299739197,,,,
12/29/2018,P3,Diverse,0.218333538,0.307298404,,,,
12/29/2018,P4,Diverse,0.112530751,0.29405243,,,,
12/30/2018,P1,Conventional,0.28239354,0.302524646,,,,
12/30/2018,P2,Conventional,0.033963978,0.294622999,,,,
12/30/2018,P3,Diverse,0.195185439,0.279351222,,,,
12/30/2018,P4,Diverse,0.0559851,0.236472935,,,,
12/31/2018,P1,Conventional,0.284950237,0.307680746,,,,
12/31/2018,P2,Conventional,0.034735962,0.293908796,,,,
12/31/2018,P3,Diverse,0.200446742,0.282123146,,,,
12/31/2018,P4,Diverse,0.044503718,0.238914904,,,,
1/1/2019,P1,Conventional,0.320348402,0.358371338,,,,
1/1/2019,P2,Conventional,0.061194412,0.304175851,,,,
1/1/2019,P3,Diverse,0.238143297,0.324781066,,,,
1/1/2019,P4,Diverse,0.08064594,0.267254707,,,,
1/2/2019,P1,Conventional,0.240891844,0.301304714,,,,
1/2/2019,P2,Conventional,0.014059932,0.296061931,,,,
1/2/2019,P3,Diverse,0.116352328,0.278558858,,,,
1/2/2019,P4,Diverse,0.02845245,0.234265234,,,,
1/3/2019,P1,Conventional,0.22169867,0.29464885,,,,
1/3/2019,P2,Conventional,0.016270719,0.289353796,,,,
1/3/2019,P3,Diverse,0.083847673,0.2727503,,,,
1/3/2019,P4,Diverse,0.030177249,0.223884772,,,,
1/4/2019,P1,Conventional,0.223861533,0.293377122,,,,
1/4/2019,P2,Conventional,0.020008716,0.28585206,,,,
1/4/2019,P3,Diverse,0.090681106,0.2716535,,,,
1/4/2019,P4,Diverse,0.032837301,0.218511617,,,,
1/5/2019,P1,Conventional,0.22541367,0.291966377,,,,
1/5/2019,P2,Conventional,0.021516665,0.283746157,,,,
1/5/2019,P3,Diverse,0.09007401,0.271149066,,,,
1/5/2019,P4,Diverse,0.033714248,0.215860424,,,,
1/6/2019,P1,Conventional,0.225764881,0.292514528,,,,
1/6/2019,P2,Conventional,0.027227719,0.282563806,,,,
1/6/2019,P3,Diverse,0.112893066,0.271146815,,,,
1/6/2019,P4,Diverse,0.038740536,0.214016834,,,,
1/7/2019,P1,Conventional,0.176592374,0.285698573,,,,
1/7/2019,P2,Conventional,0.015672749,0.280475454,,,,
1/7/2019,P3,Diverse,0.052753906,0.268627741,,,,
1/7/2019,P4,Diverse,0.025519628,0.212390022,,,,
1/8/2019,P1,Conventional,0.205591411,0.293766009,,,,
1/8/2019,P2,Conventional,0.043631444,0.284547494,,,,
1/8/2019,P3,Diverse,0.06995053,0.279745817,,,,
1/8/2019,P4,Diverse,0.055749766,0.232181136,,,,
1/9/2019,P1,Conventional,0.215004067,0.295045744,,,,
1/9/2019,P2,Conventional,0.047316907,0.288827931,,,,
1/9/2019,P3,Diverse,0.088054964,0.279386709,,,,
1/9/2019,P4,Diverse,0.062083312,0.233691764,,,,
1/10/2019,P1,Conventional,0.209130801,0.292022921,,,,
1/10/2019,P2,Conventional,0.0300734,0.286102241,,,,
1/10/2019,P3,Diverse,0.082957339,0.273466853,,,,
1/10/2019,P4,Diverse,0.044264127,0.223237549,,,,
1/11/2019,P1,Conventional,0.179538204,0.287956484,,,,
1/11/2019,P2,Conventional,0.022369603,0.284129004,,,,
1/11/2019,P3,Diverse,0.052188309,0.268392746,,,,
1/11/2019,P4,Diverse,0.033268374,0.218832689,,,,
1/12/2019,P1,Conventional,0.148443133,0.28336339,,,,
1/12/2019,P2,Conventional,0.022219245,0.280359174,,,,
1/12/2019,P3,Diverse,0.047880684,0.264074991,,,,
1/12/2019,P4,Diverse,0.032707186,0.214154479,,,,
1/13/2019,P1,Conventional,0.091944411,0.278772873,,,,
1/13/2019,P2,Conventional,0.019444553,0.276290698,,,,
1/13/2019,P3,Diverse,0.041297085,0.259595185,,,,
1/13/2019,P4,Diverse,0.029130744,0.209567295,,,,
1/14/2019,P1,Conventional,0.056998397,0.273233657,,,,
1/14/2019,P2,Conventional,0.019736932,0.271698061,,,,
1/14/2019,P3,Diverse,0.039966138,0.252057192,,,,
1/14/2019,P4,Diverse,0.028851838,0.203494818,,,,
1/15/2019,P1,Conventional,0.054014769,0.270001207,,,,
1/15/2019,P2,Conventional,0.020883936,0.267548917,,,,
1/15/2019,P3,Diverse,0.041430438,0.246329433,,,,
1/15/2019,P4,Diverse,0.030447814,0.197083138,,,,
1/16/2019,P1,Conventional,0.049226581,0.268516275,,,,
1/16/2019,P2,Conventional,0.02063879,0.264519967,,,,
1/16/2019,P3,Diverse,0.040966759,0.242933714,,,,
1/16/2019,P4,Diverse,0.030252227,0.192823133,,,,
1/17/2019,P1,Conventional,0.039573036,0.265374238,,,,
1/17/2019,P2,Conventional,0.017954823,0.261288144,,,,
1/17/2019,P3,Diverse,0.036167567,0.228831508,,,,
1/17/2019,P4,Diverse,0.026739159,0.187226015,,,,
1/18/2019,P1,Conventional,0.040784243,0.260843325,,,,
1/18/2019,P2,Conventional,0.019725475,0.256534724,,,,
1/18/2019,P3,Diverse,0.038314888,0.206170262,,,,
1/18/2019,P4,Diverse,0.028870607,0.179005479,,,,
1/19/2019,P1,Conventional,0.039177265,0.258825831,,,,
1/19/2019,P2,Conventional,0.019093098,0.252291292,,,,
1/19/2019,P3,Diverse,0.037329034,0.194872623,,,,
1/19/2019,P4,Diverse,0.027888401,0.173986393,,,,
1/20/2019,P1,Conventional,0.036562397,0.254631687,,,,
1/20/2019,P2,Conventional,0.017921397,0.246580926,,,,
1/20/2019,P3,Diverse,0.036047264,0.173799875,,,,
1/20/2019,P4,Diverse,0.026665549,0.165240149,,,,
1/21/2019,P1,Conventional,0.031913499,0.239983649,,,,
1/21/2019,P2,Conventional,0.015816479,0.220863713,,,,
1/21/2019,P3,Diverse,0.032762912,0.132413306,,,,
1/21/2019,P4,Diverse,0.023565324,0.134355661,,,,
1/22/2019,P1,Conventional,0.030396383,0.201686359,,,,
1/22/2019,P2,Conventional,0.015785129,0.140322082,,,,
1/22/2019,P3,Diverse,0.031909084,0.10509401,,,,
1/22/2019,P4,Diverse,0.023232955,0.081879541,,,,
1/23/2019,P1,Conventional,0.05934417,0.211599911,,,,
1/23/2019,P2,Conventional,0.027279539,0.122277242,,,,
1/23/2019,P3,Diverse,0.044246402,0.114446806,,,,
1/23/2019,P4,Diverse,0.030512789,0.088858618,,,,
1/24/2019,P1,Conventional,0.105438133,0.240896641,,,,
1/24/2019,P2,Conventional,0.049346027,0.128413337,,,,
1/24/2019,P3,Diverse,0.069935272,0.136776748,,,,
1/24/2019,P4,Diverse,0.04751395,0.145564577,,,,
1/25/2019,P1,Conventional,0.095638332,0.222698801,,,,
1/25/2019,P2,Conventional,0.029675378,0.133599399,,,,
1/25/2019,P3,Diverse,0.063644484,0.12536121,,,,
1/25/2019,P4,Diverse,0.041733548,0.158447759,,,,
1/26/2019,P1,Conventional,0.059369088,0.211800732,,,,
1/26/2019,P2,Conventional,0.021953011,0.125843637,,,,
1/26/2019,P3,Diverse,0.041362856,0.120618629,,,,
1/26/2019,P4,Diverse,0.031166072,0.147397534,,,,
1/27/2019,P1,Conventional,0.048526757,0.199588393,,,,
1/27/2019,P2,Conventional,0.022091752,0.115325384,,,,
1/27/2019,P3,Diverse,0.038925941,0.108059915,,,,
1/27/2019,P4,Diverse,0.030331935,0.113723441,,,,
1/28/2019,P1,Conventional,0.045860863,0.191219015,,,,
1/28/2019,P2,Conventional,0.020783986,0.106858805,,,,
1/28/2019,P3,Diverse,0.036210783,0.098836905,,,,
1/28/2019,P4,Diverse,0.028690288,0.084144086,,,,
1/29/2019,P1,Conventional,0.046576338,0.186436341,,,,
1/29/2019,P2,Conventional,0.021840131,0.101434441,,,,
1/29/2019,P3,Diverse,0.038019995,0.095317275,,,,
1/29/2019,P4,Diverse,0.029878379,0.067400469,,,,
1/30/2019,P1,Conventional,0.046546804,0.184735588,,,,
1/30/2019,P2,Conventional,0.020621773,0.09651622,,,,
1/30/2019,P3,Diverse,0.035989454,0.09529304,,,,
1/30/2019,P4,Diverse,0.028406709,0.063054327,,,,
1/31/2019,P1,Conventional,0.045434346,0.17705402,,,,
1/31/2019,P2,Conventional,0.019499577,0.088040766,,,,
1/31/2019,P3,Diverse,0.033604208,0.090276316,,,,
1/31/2019,P4,Diverse,0.025685905,0.055944383,,,,
2/1/2019,P1,Conventional,0.04422595,0.160601082,,,,
2/1/2019,P2,Conventional,0.019431099,0.082680393,,,,
2/1/2019,P3,Diverse,0.032616087,0.083632545,,,,
2/1/2019,P4,Diverse,0.024828557,0.050828963,,,,
2/2/2019,P1,Conventional,0.044095227,0.132980747,,,,
2/2/2019,P2,Conventional,0.020391612,0.080907985,,,,
2/2/2019,P3,Diverse,0.03404677,0.080723232,,,,
2/2/2019,P4,Diverse,0.026106457,0.049261345,,,,
2/3/2019,P1,Conventional,0.050042819,0.132137265,,,,
2/3/2019,P2,Conventional,0.024703356,0.085180073,,,,
2/3/2019,P3,Diverse,0.040483882,0.083860187,,,,
2/3/2019,P4,Diverse,0.032503859,0.051029994,,,,
2/4/2019,P1,Conventional,0.061314528,0.139703859,,,,
2/4/2019,P2,Conventional,0.031266598,0.099101281,,,,
2/4/2019,P3,Diverse,0.048277475,0.089675122,,,,
2/4/2019,P4,Diverse,0.045772764,0.055208384,,,,
2/5/2019,P1,Conventional,0.068776751,0.148169069,,,,
2/5/2019,P2,Conventional,0.044855566,0.129256576,,,,
2/5/2019,P3,Diverse,0.054423653,0.098516044,,,,
2/5/2019,P4,Diverse,0.093154022,0.063893932,,,,
2/6/2019,P1,Conventional,0.06224671,0.16450654,,,,
2/6/2019,P2,Conventional,0.027797682,0.126318664,,,,
2/6/2019,P3,Diverse,0.049835003,0.102253381,,,,
2/6/2019,P4,Diverse,0.050912478,0.06672478,,,,
2/7/2019,P1,Conventional,0.060148759,0.180100349,,,,
2/7/2019,P2,Conventional,0.027485225,0.127492136,,,,
2/7/2019,P3,Diverse,0.048315752,0.102913727,,,,
2/7/2019,P4,Diverse,0.044241535,0.068164064,,,,
2/8/2019,P1,Conventional,0.057842435,0.185601783,,,,
2/8/2019,P2,Conventional,0.025852376,0.129346221,,,,
2/8/2019,P3,Diverse,0.04554576,0.103697502,,,,
2/8/2019,P4,Diverse,0.042590583,0.068976055,,,,
2/9/2019,P1,Conventional,0.045240846,0.16494051,,,,
2/9/2019,P2,Conventional,0.021027953,0.118365166,,,,
2/9/2019,P3,Diverse,0.037083285,0.093892564,,,,
2/9/2019,P4,Diverse,0.030006453,0.065122794,,,,
2/10/2019,P1,Conventional,0.042633944,0.122841855,,,,
2/10/2019,P2,Conventional,0.020783736,0.101580672,,,,
2/10/2019,P3,Diverse,0.035998189,0.086467946,,,,
2/10/2019,P4,Diverse,0.028846102,0.058512116,,,,
2/11/2019,P1,Conventional,0.044405253,0.110832503,,,,
2/11/2019,P2,Conventional,0.022133265,0.098964583,,,,
2/11/2019,P3,Diverse,0.038327656,0.086461456,,,,
2/11/2019,P4,Diverse,0.030601266,0.057480062,,,,
2/12/2019,P1,Conventional,0.043726226,0.108464092,,,,
2/12/2019,P2,Conventional,0.021676553,0.097663048,,,,
2/12/2019,P3,Diverse,0.038476888,0.08585059,,,,
2/12/2019,P4,Diverse,0.02955999,0.057179438,,,,
2/13/2019,P1,Conventional,0.046962362,0.109203352,,,,
2/13/2019,P2,Conventional,0.023699475,0.098916584,,,,
2/13/2019,P3,Diverse,0.041015545,0.087913088,,,,
2/13/2019,P4,Diverse,0.031711076,0.057762553,,,,
2/14/2019,P1,Conventional,0.04740765,0.11087532,,,,
2/14/2019,P2,Conventional,0.023489837,0.099590526,,,,
2/14/2019,P3,Diverse,0.040960969,0.089079837,,,,
2/14/2019,P4,Diverse,0.03125583,0.057989716,,,,
