date,Year,DOY,Plot,rotation,N2O_(g_N/ha/d)
2/17/2019,2019,48,P3,Diverse,12.69614736
2/17/2019,2019,48,P4,Diverse,7.67711952
2/18/2019,2019,49,P1,Conventional,3.68863718
2/18/2019,2019,49,P2,Conventional,5.12705808
2/18/2019,2019,49,P3,Diverse,4.7738713
2/18/2019,2019,49,P4,Diverse,3.18109421
2/19/2019,2019,50,P1,Conventional,-4.09329072
2/19/2019,2019,50,P2,Conventional,2.14239859
2/19/2019,2019,50,P3,Diverse,-2.09825424
2/19/2019,2019,50,P4,Diverse,4.74048115
2/20/2019,2019,51,P1,Conventional,-4.57660541
2/20/2019,2019,51,P2,Conventional,0.54553997
2/20/2019,2019,51,P3,Diverse,2.95447824
2/20/2019,2019,51,P4,Diverse,5.88903178
2/21/2019,2019,52,P1,Conventional,2.96460346
2/21/2019,2019,52,P2,Conventional,6.3829201
2/21/2019,2019,52,P3,Diverse,7.93536134
2/21/2019,2019,52,P4,Diverse,5.92127712
2/22/2019,2019,53,P1,Conventional,3.66942787
2/22/2019,2019,53,P2,Conventional,8.28354816
2/22/2019,2019,53,P3,Diverse,8.01004982
2/22/2019,2019,53,P4,Diverse,19.05911251
2/23/2019,2019,54,P1,Conventional,-5.17942944
2/23/2019,2019,54,P2,Conventional,2.06648669
2/23/2019,2019,54,P3,Diverse,NA
2/23/2019,2019,54,P4,Diverse,5.99227546
2/24/2019,2019,55,P1,Conventional,4.32973642
2/24/2019,2019,55,P2,Conventional,10.80010368
2/24/2019,2019,55,P3,Diverse,NA
2/24/2019,2019,55,P4,Diverse,12.85391117
2/25/2019,2019,56,P1,Conventional,11.27466778
2/25/2019,2019,56,P2,Conventional,12.14554954
2/25/2019,2019,56,P3,Diverse,NA
2/25/2019,2019,56,P4,Diverse,18.53154547
2/26/2019,2019,57,P1,Conventional,-1.46951712
2/26/2019,2019,57,P2,Conventional,2.62457885
2/26/2019,2019,57,P3,Diverse,14.28464851
2/26/2019,2019,57,P4,Diverse,-2.00083824
2/27/2019,2019,58,P1,Conventional,-4.04562816
2/27/2019,2019,58,P2,Conventional,-3.14004384
2/27/2019,2019,58,P3,Diverse,-3.77697168
2/27/2019,2019,58,P4,Diverse,-1.15543411
2/28/2019,2019,59,P1,Conventional,4.34834006
2/28/2019,2019,59,P2,Conventional,4.16207894
2/28/2019,2019,59,P3,Diverse,2.31358205
2/28/2019,2019,59,P4,Diverse,1.16239536
3/1/2019,2019,60,P1,Conventional,0.1352281
3/1/2019,2019,60,P2,Conventional,NA
3/1/2019,2019,60,P3,Diverse,2.55385354
3/1/2019,2019,60,P4,Diverse,NA
3/2/2019,2019,61,P1,Conventional,-5.97799181
3/2/2019,2019,61,P2,Conventional,-3.91381286
3/2/2019,2019,61,P3,Diverse,2.7140737
3/2/2019,2019,61,P4,Diverse,1.08136858
3/3/2019,2019,62,P1,Conventional,-2.98673568
3/3/2019,2019,62,P2,Conventional,-0.7737863
3/3/2019,2019,62,P3,Diverse,-0.26527392
3/3/2019,2019,62,P4,Diverse,-4.7519473
3/4/2019,2019,63,P1,Conventional,-0.24638515
3/4/2019,2019,63,P2,Conventional,0.70375824
3/4/2019,2019,63,P3,Diverse,8.77176086
3/4/2019,2019,63,P4,Diverse,0.71558899
3/5/2019,2019,64,P1,Conventional,5.39963885
3/5/2019,2019,64,P2,Conventional,2.55539578
3/5/2019,2019,64,P3,Diverse,4.77306173
3/5/2019,2019,64,P4,Diverse,10.13663117
3/6/2019,2019,65,P1,Conventional,3.81657226
3/6/2019,2019,65,P2,Conventional,3.24908928
3/6/2019,2019,65,P3,Diverse,9.00538042
3/6/2019,2019,65,P4,Diverse,3.9629831
3/7/2019,2019,66,P1,Conventional,0.17953056
3/7/2019,2019,66,P2,Conventional,5.7024648
3/7/2019,2019,66,P3,Diverse,2.33962906
3/7/2019,2019,66,P4,Diverse,2.91358685
3/8/2019,2019,67,P1,Conventional,-3.02848762
3/8/2019,2019,67,P2,Conventional,0.4696056
3/8/2019,2019,67,P3,Diverse,9.34363987
3/8/2019,2019,67,P4,Diverse,2.20924282
3/9/2019,2019,68,P1,Conventional,-6.65165002
3/9/2019,2019,68,P2,Conventional,-3.07631434
3/9/2019,2019,68,P3,Diverse,3.05672486
3/9/2019,2019,68,P4,Diverse,0.60007306
3/10/2019,2019,69,P1,Conventional,0.36886666
3/10/2019,2019,69,P2,Conventional,3.50592797
3/10/2019,2019,69,P3,Diverse,-6.28578576
3/10/2019,2019,69,P4,Diverse,-1.17881482
3/11/2019,2019,70,P1,Conventional,0.39165379
3/11/2019,2019,70,P2,Conventional,1.61978573
3/11/2019,2019,70,P3,Diverse,5.88073133
3/11/2019,2019,70,P4,Diverse,0.62295264
3/12/2019,2019,71,P1,Conventional,-0.5228401
3/12/2019,2019,71,P2,Conventional,1.49153962
3/12/2019,2019,71,P3,Diverse,3.82598986
3/12/2019,2019,71,P4,Diverse,8.66596579
3/13/2019,2019,72,P1,Conventional,-0.79982467
3/13/2019,2019,72,P2,Conventional,0.37948176
3/13/2019,2019,72,P3,Diverse,2.01703392
3/13/2019,2019,72,P4,Diverse,-0.03128803
3/14/2019,2019,73,P1,Conventional,0.54788746
3/14/2019,2019,73,P2,Conventional,17.84486765
3/14/2019,2019,73,P3,Diverse,6.44964854
3/14/2019,2019,73,P4,Diverse,11.51782589
3/15/2019,2019,74,P1,Conventional,1.03376131
3/15/2019,2019,74,P2,Conventional,3.64800154
3/15/2019,2019,74,P3,Diverse,6.09797635
3/15/2019,2019,74,P4,Diverse,12.9103848
3/16/2019,2019,75,P1,Conventional,0.39288845
3/16/2019,2019,75,P2,Conventional,-1.43027251
3/16/2019,2019,75,P3,Diverse,9.90346262
3/16/2019,2019,75,P4,Diverse,2.36016288
3/17/2019,2019,76,P1,Conventional,1.23233098
3/17/2019,2019,76,P2,Conventional,4.98883018
3/17/2019,2019,76,P3,Diverse,5.60903789
3/17/2019,2019,76,P4,Diverse,12.78614506
3/18/2019,2019,77,P1,Conventional,-1.42388064
3/18/2019,2019,77,P2,Conventional,7.35341587
3/18/2019,2019,77,P3,Diverse,0.71381693
3/18/2019,2019,77,P4,Diverse,-1.89936749
3/19/2019,2019,78,P1,Conventional,2.11141296
3/19/2019,2019,78,P2,Conventional,1.30754736
3/19/2019,2019,78,P3,Diverse,27.70169587
3/19/2019,2019,78,P4,Diverse,4.86524621
3/20/2019,2019,79,P1,Conventional,9.05313974
3/20/2019,2019,79,P2,Conventional,7.0181519
3/20/2019,2019,79,P3,Diverse,1.07107747
3/20/2019,2019,79,P4,Diverse,13.49434339
3/21/2019,2019,80,P1,Conventional,4.31057808
3/21/2019,2019,80,P2,Conventional,3.66585437
3/21/2019,2019,80,P3,Diverse,3.39107731
3/21/2019,2019,80,P4,Diverse,7.8659303
3/22/2019,2019,81,P1,Conventional,-2.13428045
3/22/2019,2019,81,P2,Conventional,-1.74625373
3/22/2019,2019,81,P3,Diverse,4.74828134
3/22/2019,2019,81,P4,Diverse,6.89546045
3/23/2019,2019,82,P1,Conventional,12.35169994
3/23/2019,2019,82,P2,Conventional,9.6592729
3/23/2019,2019,82,P3,Diverse,4.02512285
3/23/2019,2019,82,P4,Diverse,16.81893504
3/24/2019,2019,83,P1,Conventional,4.01925197
3/24/2019,2019,83,P2,Conventional,6.58398931
3/24/2019,2019,83,P3,Diverse,8.18756208
3/24/2019,2019,83,P4,Diverse,8.22652502
3/25/2019,2019,84,P1,Conventional,-0.72860083
3/25/2019,2019,84,P2,Conventional,0.75800966
3/25/2019,2019,84,P3,Diverse,10.47818592
3/25/2019,2019,84,P4,Diverse,4.04449718
3/26/2019,2019,85,P1,Conventional,1.21110854
3/26/2019,2019,85,P2,Conventional,3.88472198
3/26/2019,2019,85,P3,Diverse,19.87079645
3/26/2019,2019,85,P4,Diverse,1.54140624
3/27/2019,2019,86,P1,Conventional,5.31252432
3/27/2019,2019,86,P2,Conventional,9.17160192
3/27/2019,2019,86,P3,Diverse,12.72174768
3/27/2019,2019,86,P4,Diverse,9.77081184
3/28/2019,2019,87,P1,Conventional,19.97362368
3/28/2019,2019,87,P2,Conventional,10.79355456
3/28/2019,2019,87,P3,Diverse,6.72406963
3/28/2019,2019,87,P4,Diverse,10.35537178
3/29/2019,2019,88,P1,Conventional,16.60592275
3/29/2019,2019,88,P2,Conventional,20.51481514
3/29/2019,2019,88,P3,Diverse,15.50651645
3/29/2019,2019,88,P4,Diverse,27.98855251
3/30/2019,2019,89,P1,Conventional,15.01959974
3/30/2019,2019,89,P2,Conventional,7.28696563
3/30/2019,2019,89,P3,Diverse,6.13701965
3/30/2019,2019,89,P4,Diverse,8.78076202
3/31/2019,2019,90,P1,Conventional,-1.71434016
3/31/2019,2019,90,P2,Conventional,-5.09993712
3/31/2019,2019,90,P3,Diverse,0.82495843
3/31/2019,2019,90,P4,Diverse,-2.9502481
4/1/2019,2019,91,P1,Conventional,2.61139248
4/1/2019,2019,91,P2,Conventional,2.39481706
4/1/2019,2019,91,P3,Diverse,2.37716726
4/1/2019,2019,91,P4,Diverse,4.82887613
4/2/2019,2019,92,P1,Conventional,6.43045219
4/2/2019,2019,92,P2,Conventional,4.71543466
4/2/2019,2019,92,P3,Diverse,-2.00333347
4/2/2019,2019,92,P4,Diverse,7.53711955
4/3/2019,2019,93,P1,Conventional,4.9626337
4/3/2019,2019,93,P2,Conventional,1.93590518
4/3/2019,2019,93,P3,Diverse,5.57251834
4/3/2019,2019,93,P4,Diverse,12.40787722
4/4/2019,2019,94,P1,Conventional,4.31283312
4/4/2019,2019,94,P2,Conventional,4.45544669
4/4/2019,2019,94,P3,Diverse,11.90421619
4/4/2019,2019,94,P4,Diverse,9.45164938
4/5/2019,2019,95,P1,Conventional,21.38485968
4/5/2019,2019,95,P2,Conventional,18.39860179
4/5/2019,2019,95,P3,Diverse,4.59222739
4/5/2019,2019,95,P4,Diverse,12.55829962
4/6/2019,2019,96,P1,Conventional,7.89412262
4/6/2019,2019,96,P2,Conventional,6.16106131
4/6/2019,2019,96,P3,Diverse,10.12906858
4/6/2019,2019,96,P4,Diverse,13.11605309
4/7/2019,2019,97,P1,Conventional,12.98854224
4/7/2019,2019,97,P2,Conventional,16.48655251
4/7/2019,2019,97,P3,Diverse,27.86238605
4/7/2019,2019,97,P4,Diverse,12.08619274
4/8/2019,2019,98,P1,Conventional,3.34011082
4/8/2019,2019,98,P2,Conventional,6.41588256
4/8/2019,2019,98,P3,Diverse,15.44464541
4/8/2019,2019,98,P4,Diverse,2.28409805
4/9/2019,2019,99,P1,Conventional,0.75680093
4/9/2019,2019,99,P2,Conventional,6.44226394
4/9/2019,2019,99,P3,Diverse,12.95298173
4/9/2019,2019,99,P4,Diverse,8.78525482
4/10/2019,2019,100,P1,Conventional,5.55612566
4/10/2019,2019,100,P2,Conventional,14.03406778
4/10/2019,2019,100,P3,Diverse,14.43379738
4/10/2019,2019,100,P4,Diverse,9.66062074
4/11/2019,2019,101,P1,Conventional,18.59617872
4/11/2019,2019,101,P2,Conventional,25.10844307
4/11/2019,2019,101,P3,Diverse,44.92756454
4/11/2019,2019,101,P4,Diverse,25.24002768
4/12/2019,2019,102,P1,Conventional,7.0116097
4/12/2019,2019,102,P2,Conventional,6.56580125
4/12/2019,2019,102,P3,Diverse,12.76538227
4/12/2019,2019,102,P4,Diverse,0.15577574
4/13/2019,2019,103,P1,Conventional,13.02799507
4/13/2019,2019,103,P2,Conventional,9.89454442
4/13/2019,2019,103,P3,Diverse,30.45148474
4/13/2019,2019,103,P4,Diverse,17.55032832
4/14/2019,2019,104,P1,Conventional,15.5549929
4/14/2019,2019,104,P2,Conventional,16.53961594
4/14/2019,2019,104,P3,Diverse,24.58318118
4/14/2019,2019,104,P4,Diverse,31.20310166
4/15/2019,2019,105,P1,Conventional,-0.3587328
4/15/2019,2019,105,P2,Conventional,0.88155907
4/15/2019,2019,105,P3,Diverse,11.41209994
4/15/2019,2019,105,P4,Diverse,-0.82491523
4/16/2019,2019,106,P1,Conventional,11.37637958
4/16/2019,2019,106,P2,Conventional,7.99494278
4/16/2019,2019,106,P3,Diverse,4.61019946
4/16/2019,2019,106,P4,Diverse,12.14202269
4/17/2019,2019,107,P1,Conventional,8.53966022
4/17/2019,2019,107,P2,Conventional,3.81578515
4/17/2019,2019,107,P3,Diverse,19.50200496
4/17/2019,2019,107,P4,Diverse,6.36932506
4/18/2019,2019,108,P1,Conventional,-3.74812186
4/18/2019,2019,108,P2,Conventional,0.4241929
4/18/2019,2019,108,P3,Diverse,6.50244067
4/18/2019,2019,108,P4,Diverse,3.07808381
4/19/2019,2019,109,P1,Conventional,NA
4/19/2019,2019,109,P2,Conventional,NA
4/19/2019,2019,109,P3,Diverse,NA
4/19/2019,2019,109,P4,Diverse,NA
4/20/2019,2019,110,P1,Conventional,NA
4/20/2019,2019,110,P2,Conventional,NA
4/20/2019,2019,110,P3,Diverse,NA
4/20/2019,2019,110,P4,Diverse,NA
4/21/2019,2019,111,P1,Conventional,NA
4/21/2019,2019,111,P2,Conventional,NA
4/21/2019,2019,111,P3,Diverse,NA
4/21/2019,2019,111,P4,Diverse,NA
4/22/2019,2019,112,P1,Conventional,NA
4/22/2019,2019,112,P2,Conventional,NA
4/22/2019,2019,112,P3,Diverse,NA
4/22/2019,2019,112,P4,Diverse,NA
4/23/2019,2019,113,P1,Conventional,NA
4/23/2019,2019,113,P2,Conventional,NA
4/23/2019,2019,113,P3,Diverse,NA
4/23/2019,2019,113,P4,Diverse,NA
4/24/2019,2019,114,P1,Conventional,0.12152592
4/24/2019,2019,114,P2,Conventional,-0.31705258
4/24/2019,2019,114,P3,Diverse,-8.44382534
4/24/2019,2019,114,P4,Diverse,5.45593363
4/25/2019,2019,115,P1,Conventional,-2.56339987
4/25/2019,2019,115,P2,Conventional,1.20927773
4/25/2019,2019,115,P3,Diverse,5.68685837
4/25/2019,2019,115,P4,Diverse,3.67860701
4/26/2019,2019,116,P1,Conventional,0.69629846
4/26/2019,2019,116,P2,Conventional,-1.19893997
4/26/2019,2019,116,P3,Diverse,1.94487437
4/26/2019,2019,116,P4,Diverse,0.41640739
4/27/2019,2019,117,P1,Conventional,1.27785686
4/27/2019,2019,117,P2,Conventional,-0.21452083
4/27/2019,2019,117,P3,Diverse,13.12005773
4/27/2019,2019,117,P4,Diverse,0.96038784
4/28/2019,2019,118,P1,Conventional,4.62493411
4/28/2019,2019,118,P2,Conventional,3.41425411
4/28/2019,2019,118,P3,Diverse,0.43984253
4/28/2019,2019,118,P4,Diverse,8.37843264
4/29/2019,2019,119,P1,Conventional,13.96878048
4/29/2019,2019,119,P2,Conventional,5.43809462
4/29/2019,2019,119,P3,Diverse,0.60454253
4/29/2019,2019,119,P4,Diverse,10.41445123
4/30/2019,2019,120,P1,Conventional,7.09563024
4/30/2019,2019,120,P2,Conventional,6.99806822
4/30/2019,2019,120,P3,Diverse,3.72014208
4/30/2019,2019,120,P4,Diverse,11.81583158
5/1/2019,2019,121,P1,Conventional,4.65191424
5/1/2019,2019,121,P2,Conventional,6.28431437
5/1/2019,2019,121,P3,Diverse,-5.08361702
5/1/2019,2019,121,P4,Diverse,6.12825782
5/2/2019,2019,122,P1,Conventional,3.96643738
5/2/2019,2019,122,P2,Conventional,1.75279594
5/2/2019,2019,122,P3,Diverse,-0.21279974
5/2/2019,2019,122,P4,Diverse,8.56664554
5/3/2019,2019,123,P1,Conventional,NA
5/3/2019,2019,123,P2,Conventional,NA
5/3/2019,2019,123,P3,Diverse,NA
5/3/2019,2019,123,P4,Diverse,NA
5/4/2019,2019,124,P1,Conventional,NA
5/4/2019,2019,124,P2,Conventional,NA
5/4/2019,2019,124,P3,Diverse,NA
5/4/2019,2019,124,P4,Diverse,NA
5/5/2019,2019,125,P1,Conventional,5.25422333
5/5/2019,2019,125,P2,Conventional,7.77540902
5/5/2019,2019,125,P3,Diverse,7.6091832
5/5/2019,2019,125,P4,Diverse,11.30557651
5/6/2019,2019,126,P1,Conventional,2.24922787
5/6/2019,2019,126,P2,Conventional,5.17155667
5/6/2019,2019,126,P3,Diverse,11.88153792
5/6/2019,2019,126,P4,Diverse,9.39471523
5/7/2019,2019,127,P1,Conventional,5.13342576
5/7/2019,2019,127,P2,Conventional,8.596584
5/7/2019,2019,127,P3,Diverse,8.78200013
5/7/2019,2019,127,P4,Diverse,6.39138038
5/8/2019,2019,128,P1,Conventional,2.49451747
5/8/2019,2019,128,P2,Conventional,-1.52564429
5/8/2019,2019,128,P3,Diverse,-0.13485053
5/8/2019,2019,128,P4,Diverse,1.42032787
5/9/2019,2019,129,P1,Conventional,-4.30361251
5/9/2019,2019,129,P2,Conventional,-0.43179869
5/9/2019,2019,129,P3,Diverse,-10.36121846
5/9/2019,2019,129,P4,Diverse,-6.0566711
5/10/2019,2019,130,P1,Conventional,3.55910976
5/10/2019,2019,130,P2,Conventional,-0.52613798
5/10/2019,2019,130,P3,Diverse,-7.85200435
5/10/2019,2019,130,P4,Diverse,-1.33487568
5/11/2019,2019,131,P1,Conventional,6.01560518
5/11/2019,2019,131,P2,Conventional,4.35251232
5/11/2019,2019,131,P3,Diverse,2.62448122
5/11/2019,2019,131,P4,Diverse,6.71401094
5/12/2019,2019,132,P1,Conventional,6.72563693
5/12/2019,2019,132,P2,Conventional,3.07409731
5/12/2019,2019,132,P3,Diverse,3.1626409
5/12/2019,2019,132,P4,Diverse,-1.35865728
5/13/2019,2019,133,P1,Conventional,-1.05884669
5/13/2019,2019,133,P2,Conventional,-3.93190934
5/13/2019,2019,133,P3,Diverse,-11.88812506
5/13/2019,2019,133,P4,Diverse,-2.65896086
5/14/2019,2019,134,P1,Conventional,2.76596467
5/14/2019,2019,134,P2,Conventional,-1.75014
5/14/2019,2019,134,P3,Diverse,-7.68985488
5/14/2019,2019,134,P4,Diverse,0.45508349
5/15/2019,2019,135,P1,Conventional,3.99312202
5/15/2019,2019,135,P2,Conventional,2.47541789
5/15/2019,2019,135,P3,Diverse,0.24015139
5/15/2019,2019,135,P4,Diverse,12.87492624
5/16/2019,2019,136,P1,Conventional,16.10077046
5/16/2019,2019,136,P2,Conventional,15.00664234
5/16/2019,2019,136,P3,Diverse,38.07454982
5/16/2019,2019,136,P4,Diverse,17.55317347
5/17/2019,2019,137,P1,Conventional,2.4542663
5/17/2019,2019,137,P2,Conventional,5.35249987
5/17/2019,2019,137,P3,Diverse,4.30727328
5/17/2019,2019,137,P4,Diverse,11.39215363
5/18/2019,2019,138,P1,Conventional,18.84058186
5/18/2019,2019,138,P2,Conventional,16.16857373
5/18/2019,2019,138,P3,Diverse,38.76832541
5/18/2019,2019,138,P4,Diverse,23.37022282
5/19/2019,2019,139,P1,Conventional,12.26126506
5/19/2019,2019,139,P2,Conventional,11.49355613
5/19/2019,2019,139,P3,Diverse,24.36210518
5/19/2019,2019,139,P4,Diverse,17.44868131
5/20/2019,2019,140,P1,Conventional,2.11506163
5/20/2019,2019,140,P2,Conventional,-2.97329443
5/20/2019,2019,140,P3,Diverse,-3.9130439
5/20/2019,2019,140,P4,Diverse,4.37856624
5/21/2019,2019,141,P1,Conventional,10.3394543
5/21/2019,2019,141,P2,Conventional,6.15663677
5/21/2019,2019,141,P3,Diverse,33.18290496
5/21/2019,2019,141,P4,Diverse,18.35475034
5/22/2019,2019,142,P1,Conventional,8.46774778
5/22/2019,2019,142,P2,Conventional,5.87759674
5/22/2019,2019,142,P3,Diverse,12.5429472
5/22/2019,2019,142,P4,Diverse,10.70128282
5/23/2019,2019,143,P1,Conventional,4.31353382
5/23/2019,2019,143,P2,Conventional,7.85383171
5/23/2019,2019,143,P3,Diverse,NA
5/23/2019,2019,143,P4,Diverse,18.9015552
5/24/2019,2019,144,P1,Conventional,10.55529619
5/24/2019,2019,144,P2,Conventional,4.09999277
5/24/2019,2019,144,P3,Diverse,9.40773398
5/24/2019,2019,144,P4,Diverse,5.04684
5/25/2019,2019,145,P1,Conventional,24.05018218
5/25/2019,2019,145,P2,Conventional,24.04055722
5/25/2019,2019,145,P3,Diverse,49.17966192
5/25/2019,2019,145,P4,Diverse,40.2986664
5/26/2019,2019,146,P1,Conventional,22.16201299
5/26/2019,2019,146,P2,Conventional,16.14343824
5/26/2019,2019,146,P3,Diverse,46.40431766
5/26/2019,2019,146,P4,Diverse,34.21491235
5/27/2019,2019,147,P1,Conventional,19.38082205
5/27/2019,2019,147,P2,Conventional,14.27564045
5/27/2019,2019,147,P3,Diverse,42.08967706
5/27/2019,2019,147,P4,Diverse,34.09259587
5/28/2019,2019,148,P1,Conventional,5.97305578
5/28/2019,2019,148,P2,Conventional,7.70114822
5/28/2019,2019,148,P3,Diverse,15.30920822
5/28/2019,2019,148,P4,Diverse,6.05772778
5/29/2019,2019,149,P1,Conventional,1.20720586
5/29/2019,2019,149,P2,Conventional,0.38909117
5/29/2019,2019,149,P3,Diverse,-4.49406835
5/29/2019,2019,149,P4,Diverse,-0.048924
5/30/2019,2019,150,P1,Conventional,-12.82053139
5/30/2019,2019,150,P2,Conventional,-2.02429411
5/30/2019,2019,150,P3,Diverse,-14.5718568
5/30/2019,2019,150,P4,Diverse,-15.37524115
5/31/2019,2019,151,P1,Conventional,19.59058656
5/31/2019,2019,151,P2,Conventional,10.80952128
5/31/2019,2019,151,P3,Diverse,25.25537405
5/31/2019,2019,151,P4,Diverse,18.86558947
6/1/2019,2019,152,P1,Conventional,26.96433926
6/1/2019,2019,152,P2,Conventional,10.90471162
6/1/2019,2019,152,P3,Diverse,14.16092285
6/1/2019,2019,152,P4,Diverse,5.02689456
6/2/2019,2019,153,P1,Conventional,7.76705242
6/2/2019,2019,153,P2,Conventional,4.35850848
6/2/2019,2019,153,P3,Diverse,5.88485347
6/2/2019,2019,153,P4,Diverse,1.67970154
6/3/2019,2019,154,P1,Conventional,0.59616778
6/3/2019,2019,154,P2,Conventional,10.5546888
6/3/2019,2019,154,P3,Diverse,13.88748586
6/3/2019,2019,154,P4,Diverse,12.49512566
6/4/2019,2019,155,P1,Conventional,5.57601062
6/4/2019,2019,155,P2,Conventional,4.99277434
6/4/2019,2019,155,P3,Diverse,0.13310611
6/4/2019,2019,155,P4,Diverse,-1.61003203
6/5/2019,2019,156,P1,Conventional,27.32375203
6/5/2019,2019,156,P2,Conventional,8.41772218
6/5/2019,2019,156,P3,Diverse,17.90461757
6/5/2019,2019,156,P4,Diverse,37.94311123
6/6/2019,2019,157,P1,Conventional,105.1063353
6/6/2019,2019,157,P2,Conventional,99.34893907
6/6/2019,2019,157,P3,Diverse,77.31662026
6/6/2019,2019,157,P4,Diverse,91.83422304
6/7/2019,2019,158,P1,Conventional,45.08177818
6/7/2019,2019,158,P2,Conventional,31.06329696
6/7/2019,2019,158,P3,Diverse,32.22382608
6/7/2019,2019,158,P4,Diverse,41.86208131
6/8/2019,2019,159,P1,Conventional,26.27548502
6/8/2019,2019,159,P2,Conventional,15.36369206
6/8/2019,2019,159,P3,Diverse,34.90912426
6/8/2019,2019,159,P4,Diverse,26.2201847
6/9/2019,2019,160,P1,Conventional,19.64939472
6/9/2019,2019,160,P2,Conventional,17.95117766
6/9/2019,2019,160,P3,Diverse,50.55352128
6/9/2019,2019,160,P4,Diverse,30.66049584
6/10/2019,2019,161,P1,Conventional,10.31441818
6/10/2019,2019,161,P2,Conventional,6.2969832
6/10/2019,2019,161,P3,Diverse,6.4849153
6/10/2019,2019,161,P4,Diverse,4.72709347
6/11/2019,2019,162,P1,Conventional,14.89149446
6/11/2019,2019,162,P2,Conventional,12.75576422
6/11/2019,2019,162,P3,Diverse,20.14518557
6/11/2019,2019,162,P4,Diverse,24.72524352
6/12/2019,2019,163,P1,Conventional,24.62365526
6/12/2019,2019,163,P2,Conventional,23.70125664
6/12/2019,2019,163,P3,Diverse,48.92528045
6/12/2019,2019,163,P4,Diverse,31.49022874
6/13/2019,2019,164,P1,Conventional,8.63665978
6/13/2019,2019,164,P2,Conventional,0.02880058
6/13/2019,2019,164,P3,Diverse,-7.17362525
6/13/2019,2019,164,P4,Diverse,-0.44193082
6/14/2019,2019,165,P1,Conventional,10.85121878
6/14/2019,2019,165,P2,Conventional,9.77545757
6/14/2019,2019,165,P3,Diverse,6.00435504
6/14/2019,2019,165,P4,Diverse,10.74633091
6/15/2019,2019,166,P1,Conventional,7.08093446
6/15/2019,2019,166,P2,Conventional,2.39749718
6/15/2019,2019,166,P3,Diverse,-7.18291411
6/15/2019,2019,166,P4,Diverse,2.25736416
6/16/2019,2019,167,P1,Conventional,4.72919126
6/16/2019,2019,167,P2,Conventional,2.42658461
6/16/2019,2019,167,P3,Diverse,-4.58563075
6/16/2019,2019,167,P4,Diverse,5.30498938
6/17/2019,2019,168,P1,Conventional,9.2089345
6/17/2019,2019,168,P2,Conventional,9.1376087
6/17/2019,2019,168,P3,Diverse,9.77872954
6/17/2019,2019,168,P4,Diverse,14.0467176
6/18/2019,2019,169,P1,Conventional,NA
6/18/2019,2019,169,P2,Conventional,NA
6/18/2019,2019,169,P3,Diverse,NA
6/18/2019,2019,169,P4,Diverse,NA
6/19/2019,2019,170,P1,Conventional,3.79368662
6/19/2019,2019,170,P2,Conventional,-1.44944986
6/19/2019,2019,170,P3,Diverse,-7.21972224
6/19/2019,2019,170,P4,Diverse,2.03519952
6/20/2019,2019,171,P1,Conventional,6.67851005
6/20/2019,2019,171,P2,Conventional,2.24643802
6/20/2019,2019,171,P3,Diverse,-3.22332739
6/20/2019,2019,171,P4,Diverse,0.48487421
6/21/2019,2019,172,P1,Conventional,5.53550458
6/21/2019,2019,172,P2,Conventional,2.86861738
6/21/2019,2019,172,P3,Diverse,-2.43827971
6/21/2019,2019,172,P4,Diverse,-0.22942224
6/22/2019,2019,173,P1,Conventional,1.84784803
6/22/2019,2019,173,P2,Conventional,4.72718678
6/22/2019,2019,173,P3,Diverse,1.08400118
6/22/2019,2019,173,P4,Diverse,2.99681942
6/23/2019,2019,174,P1,Conventional,10.79571197
6/23/2019,2019,174,P2,Conventional,6.83946029
6/23/2019,2019,174,P3,Diverse,-1.56130502
6/23/2019,2019,174,P4,Diverse,-2.81850106
6/24/2019,2019,175,P1,Conventional,5.21552563
6/24/2019,2019,175,P2,Conventional,5.4581377
6/24/2019,2019,175,P3,Diverse,-9.84566189
6/24/2019,2019,175,P4,Diverse,1.388016
6/25/2019,2019,176,P1,Conventional,12.33968861
6/25/2019,2019,176,P2,Conventional,2.94701069
6/25/2019,2019,176,P3,Diverse,-2.45289082
6/25/2019,2019,176,P4,Diverse,14.09533315
6/26/2019,2019,177,P1,Conventional,1.6123657
6/26/2019,2019,177,P2,Conventional,5.01348269
6/26/2019,2019,177,P3,Diverse,-3.54037565
6/26/2019,2019,177,P4,Diverse,-1.63443398
6/27/2019,2019,178,P1,Conventional,16.40841667
6/27/2019,2019,178,P2,Conventional,15.58186157
6/27/2019,2019,178,P3,Diverse,48.37948733
6/27/2019,2019,178,P4,Diverse,19.91664979
6/28/2019,2019,179,P1,Conventional,18.66904157
6/28/2019,2019,179,P2,Conventional,18.85561978
6/28/2019,2019,179,P3,Diverse,63.27812707
6/28/2019,2019,179,P4,Diverse,28.5714432
6/29/2019,2019,180,P1,Conventional,36.26196077
6/29/2019,2019,180,P2,Conventional,31.46328922
6/29/2019,2019,180,P3,Diverse,55.03235558
6/29/2019,2019,180,P4,Diverse,37.36872144
6/30/2019,2019,181,P1,Conventional,8.32224845
6/30/2019,2019,181,P2,Conventional,9.5603449
6/30/2019,2019,181,P3,Diverse,16.24096138
6/30/2019,2019,181,P4,Diverse,16.62007248
7/1/2019,2019,182,P1,Conventional,5.78401603
7/1/2019,2019,182,P2,Conventional,9.86431046
7/1/2019,2019,182,P3,Diverse,10.37856931
7/1/2019,2019,182,P4,Diverse,13.93248557
